region,centerCode,centerType,organizationType,accountName,address1,address2,city,state,zipCode,phone,fax,website,votingRights,membershipStatus,vaAffiliated,mainPrograms,livingPrograms,pediatricPrograms,pediatricOnly
7,MNHC,TX1,Transplant Hospital,Hennepin County Medical Center,701 Park Avenue South,,Minneapolis,MN,55415,612-873-2810,612-904-4297,https://www.hennepinhealthcare.org/,Y,Approved,N,KI,KI,,N
7,MNMC,IT1,Hospital Based Lab,Tissue Typing Laboratory at Mayo Clinic,201 W. Center Street,,Rochester,MN,55902,507-284-2640,507-284-1399,,N,Approved,N,,,,N
7,MNMC,TX1,Transplant Hospital,Mayo Clinic Hospital Minnesota,1216 2nd Street Southwest,,Rochester,MN,55902,507-284-2511,,https://www.mayoclinic.org/departments-centers/transplant-center/home/orc-20203891?mc_id=us&utm_source=optn&utm_medium=l&utm_content=medicallistingtransplant&utm_campaign=mayoclinic&geo=national&placementsite=enterprise&invsrc=transplant&cauid=106867,Y,Approved,N,"HL, HN, HR, KI, LI, LU, OG, PA, UE","KI, LI","HR, KI, LI",N
7,MNOP,OP1,Independent OPO,LifeSource Upper Midwest Organ Procurement Organization,2225 West River Road North,,Minneapolis,MN,55411,612-800-6100,612-800-6331,http://www.life-source.org,Y,Approved,N,,,,N
7,MNUM,IT1,Hospital Based Lab,Clinical Histocompatibility Laboratory at University of Minnesota Med Ctr,Harvard Street at E. River Road,,Minneapolis,MN,55455,612-273-3100,612-273-7036,,N,Approved,N,,,,N
7,MNUM,TX1,Transplant Hospital,"University of Minnesota Medical Center, Fairview",2450 Riverside Avenue,,Minneapolis,MN,55454,612-625-5115,612-625-2190,https://mhealthfairview.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA, PI","KI, LI","HR, KI, LI, PA",N
8,MOBH,TX1,Transplant Hospital,Barnes-Jewish Hospital,1 Barnes Jewish Hospital Plaza,,St. Louis,MO,63110,314-747-3000,,http://www.barnesjewish.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI",,N
8,MOCG,TX1,Transplant Hospital,Cardinal Glennon Children's Hospital,1465 South Grand Boulevard,,St. Louis,MO,63104,314-577-5600,,http://www.cardinalglennon.com,Y,Approved,N,"HR, KI, LI",KI,"HR, KI, LI",Y
8,MOCH,TX1,Transplant Hospital,St. Louis Children's Hospital at Washington University Medical Center,One Children's Place,,St. Louis,MO,63110,314-454-6000,,http://www.stlouischildrens.org,Y,Approved,N,"HL, HR, KI, LI, LU","KI, LI","HR, KI, LI, LU",Y
8,MOCM,TX1,Transplant Hospital,Children's Mercy Hospital,2401 Gillham Road,,Kansas City,MO,64108-4619,816-234-3000,816-302-8047,http://www.childrensmercy.org,Y,Approved,N,"HR, KI, LI",,"HR, KI, LI",Y
8,MOHL,TT1,Independent Lab,HLA Laboratory at Barnes Jewish Hospital,One Barnes-Jewish Hospital Plaza,3rd Fl Service Bldg,St Louis,MO,63110,314-362-5322,314-362-4647,,Y,Approved,N,,,,N
8,MOLB,TT1,Independent Lab,Mid-America Transplant Services Laboratory,"1110 Highland Plaza Drive, East",Suite 100,St. Louis,MO,63110,314-735-8234,,http://www.mts-stl.org,Y,Approved,N,,,,N
8,MOLH,TX1,Transplant Hospital,St Luke's Hospital of Kansas City,4401 Wornall Road,,Kansas City,MO,64111-8277,816-932-2000,816-932-5990,https://www.saintlukeskc.org/locations/saint-lukes-hospital-kansas-city,Y,Approved,N,"HR, KI, LI",KI,,N
8,MOMA,OP1,Independent OPO,Mid-America Transplant Services,1110 Highlands Plaza Drive East,Suite 100,St Louis,MO,63110,314-367-6767,314-735-8270,http://www.midamericatransplant.org/,Y,Approved,N,,,,N
8,MORH,TX1,Transplant Hospital,Research Medical Center,2316 E Meyer Boulevard,,Kansas City,MO,64132,816-822-8257,,http://researchmedicalcenter.com/,Y,Approved,N,"KI, PA",KI,,N
8,MOSL,IT1,Hospital Based Lab,St. Louis University HLA Laboratory,3635 Vista Avenue at Grand Boulevard,,St. Louis,MO,63110-0250,314-577-8671,314-268-5126,http://surgery.slu.edu/,N,Approved,N,,,,N
8,MOSL,TX1,Transplant Hospital,SSM Health Saint Louis University Hospital,1201 South Grand Boulevard,,St. Louis,MO,63104,314-257-8000,314-268-5132,http://www.ssmhealth.com/sluhospital,Y,Approved,N,"KI, LI, PA",KI,,N
8,MOUM,TX1,Transplant Hospital,University of Missouri Hospital and Clinics,1 Hospital Drive,,Columbia,MO,65201,573-882-4141,,http://www.muhealth.org/services/gim/nephrology/-kidney-transplant-program-/,Y,Approved,N,KI,KI,KI,N
3,MSOP,OP1,Independent OPO,Mississippi Organ Recovery Agency,4400 Lakeland Drive,,Flowood,MS,39232,601-933-1000,601-933-1006,http://www.msora.org,Y,Approved,N,,,,N
3,MSUM,IT1,Hospital Based Lab,Tissue Typing Laboratory of the University of Mississippi,2500 N. State Street,,Jackson,MS,39216-4505,601-984-1564,601-984-1835,,N,Approved,N,,,,N
3,MSUM,TX1,Transplant Hospital,University of Mississippi Medical Center,2500 North State Street,,Jackson,MS,39216-4505,601-984-1000,,http://www.umc.edu,Y,Approved,N,"HR, KI, LI, PA",KI,"HR, KI",N
8,MWKC,TT1,Independent Lab,Midwest Transplant Network Histocompatibility Laboratory Westwood,1900 W. 47th Place,Suite 400,Westwood,KS,66205-1867,913-262-1668,913-262-5130,https://www.mwtn.org/,Y,Approved,N,,,,N
8,MWOB,OP1,Independent OPO,Midwest Transplant Network,1900 W. 47th Place,Suite 400,Westwood,KS,66205,913-262-1668,913-262-5130,http://www.mwtn.org/,Y,Approved,N,,,,N
11,NCBG,IT1,Hospital Based Lab,HLA/Immunogenetics Lab,145 Kimel Park Drive,Suite 250,Winston-Salem,NC,27103,336-716-4456,,,N,Approved,N,,,,N
11,NCBG,TX1,Transplant Hospital,Wake Forest Baptist Medical Center,1 Medical Center Boulevard,,Winston-Salem,NC,27157,336-716-2011,,http://www.wakehealth.edu,Y,Approved,N,"HR, KI, PA",KI,"KI, PA",N
11,NCCM,IO1,Hospital Based OPO,LifeShare Carolinas,"3621 Randolph Road, Suite 100",,Charlotte,NC,28211,704-512-3303,704-512-3056,http://www.lifesharecarolinas.org/,Y,Approved,N,,,,N
11,NCCM,IT1,Hospital Based Lab,Immunology Laboratory at Carolinas Medical Center,5040 Airport Center Parkway,Building H,Charlotte,NC,28208,704-512-4900,704-512-4919,,N,Approved,N,,,,N
11,NCCM,TX1,Transplant Hospital,Carolinas Medical Center,1000 Blythe Boulevard,,Charlotte,NC,28203,704-355-2000,,https://atriumhealth.org/,Y,Approved,N,"HR, KI, LI, PA",KI,"HR, KI, LI",N
11,NCDU,IT1,Hospital Based Lab,Clinical Transplantation Immunology Laboratory at Duke University Med. Ctr.,Research Park,Building 3,Durham,NC,27710,919-684-3089,919-684-9089,,N,Approved,N,,,,N
11,NCDU,TX1,Transplant Hospital,Duke University Hospital,2301 Erwin Road,,Durham,NC,27710,919-684-8111,,http://www.dukehealth.org,Y,Approved,N,"AW, HL, HR, IN, KI, LI, LU, PA, UE","KI, LI","HR, KI, LI, LU, PA",N
11,NCEC,IT1,Hospital Based Lab,Histocompatibility Laboratory at Vidant Medical Center,2100 Stantonsburg Road,,Greenville,NC,27834,252-847-4941,252-847-4209,,N,Approved,N,,,,N
11,NCEC,TX1,Transplant Hospital,ECU Health Medical Center,2100 Stantonsburg Road,,Greenville,NC,27834,252-847-4100,,http://www.vidanthealth.com,Y,Approved,N,"KI, PA",KI,KI,N
11,NCMH,IT1,Hospital Based Lab,Histocompatibility Laboratory at UNC Hospitals,101 Manning Drive,,Chapel Hill,NC,27514,984-974-4057,984-974-1662,,N,Approved,N,,,,N
11,NCMH,TX1,Transplant Hospital,University of North Carolina Hospitals,101 Manning Drive,,Chapel Hill,NC,27514-4220,984-974-9950,,http://www.unchealthcare.org,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",N
11,NCNC,OP1,Independent OPO,HonorBridge,909 E. Arlington Boulevard,,Greenville,NC,27858,919-489-8404,919-493-5112,https://honorbridge.org/,Y,Approved,N,,,,N
7,NDMC,TX1,Transplant Hospital,Sanford Bismarck Medical Center,300 N 7th Street,,Bismarck,ND,58501-5525,701-323-6000,,https://www.sanfordhealth.org,Y,Approved,N,KI,KI,,N
7,NDSL,TX1,Transplant Hospital,Sanford Medical Center Fargo,801 North Broadway Drive,,Fargo,ND,58122,701-234-2000,,https://www.sanfordhealth.org/medical-services/transplant-surgery,Y,Approved,N,KI,KI,,N
7,NDTL,TT1,Independent Lab,Sanford Histocompatibility Laboratory,222 N. 7th Street,,Bismarck,ND,58506-5505,701-323-5457,701-323-5874,,Y,Approved,N,,,,N
7,NDTS,TT1,Independent Lab,Sanford Clinic - Fargo Histocompatibility Laboratory,,737 Broadway,Fargo,ND,58122,701-234-2411,701-234-2452,,Y,Approved,N,,,,N
8,NECH,TX1,Transplant Hospital,Children’s Nebraska,8200 Dodge Street,,Omaha,NE,68114-4113,402-955-5400,,http://www.childrensomaha.org,Y,Approved,N,HR,,HR,Y
8,NEOR,OP1,Independent OPO,Live On Nebraska,3867 Leavenworth Street,,Omaha,NE,68105,402-733-1800,402-733-9312,https://liveonnebraska.org/,Y,Approved,N,,,,N
8,NEUN,IT1,Hospital Based Lab,Molecular Diagnostics Laboratory at The Nebraska Medical Center,985454 Nebraska Medical Center,,Omaha,NE,68198-5454,402-559-7630,402-559-2490,http://www.nebraskamed.com,N,Approved,N,,,,N
8,NEUN,TX1,Transplant Hospital,The Nebraska Medical Center,4350 Dewey Avenue,,Omaha,NE,68105,402-559-4000,402-559-8220,http://www.nebraskamed.com,Y,Approved,N,"HL, HR, IN, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",N
1,NHDH,TX1,Transplant Hospital,Mary Hitchcock Memorial Hospital,One Medical Center Drive,,Lebanon,NH,03756-0001,603-653-3931,603-650-0924,http://www.dhmc.org,Y,Approved,N,KI,KI,KI,N
2,NJBI,TX1,Transplant Hospital,Newark Beth Israel Medical Center,201 Lyons Avenue,4th Floor,Newark,NJ,07112,973-926-7000,,https://www.rwjbh.org/newark-beth-israel-medical-center/,Y,Approved,N,"HL, HR, KI, LU",,,N
2,NJHK,TX1,Transplant Hospital,Hackensack University Medical Center,30 Prospect Avenue,,Hackensack,NJ,07601-1991,201-996-2000,,http://www.hackensackumc.org/,Y,Approved,N,"KI, PA",KI,KI,N
2,NJLL,TX1,Transplant Hospital,Virtua Our Lady of Lourdes Hospital,1600 Haddon Avenue,,Camden,NJ,08103-3117,856-757-3500,856-886-5367,https://www.virtua.org/locations/hospital-virtua-our-lady-of-lourdes,Y,Approved,N,"KI, LI, PA",KI,,N
2,NJRW,TX1,Transplant Hospital,Robert Wood Johnson University Hospital,1 Robert Wood Johnson Place,,New Brunswick,NJ,08901,732-828-3000,732-235-8149,http://www.rwjuh.edu,Y,Approved,N,"HR, KI, PA",KI,KI,N
2,NJSB,TX1,Transplant Hospital,Saint Barnabas Medical Center,94 Old Short Hills Road,,Livingston,NJ,07039,973-322-5000,,http://www.saintbarnabas.com,Y,Approved,N,"KI, PA",KI,KI,N
2,NJTL,TT1,Independent Lab,New Jersey Organ and Tissue Sharing Network Transplant Laboratory,691 Central Avenue,,New Providence,NJ,07974,908-516-5454,908-516-5554,https://www.njsharingnetwork.org/lab/,Y,Approved,N,,,,N
2,NJTO,OP1,Independent OPO,New Jersey Organ and Tissue Sharing Network OPO,691 Central Avenue,,New Providence,NJ,07974,908-516-5400,908-516-5501,http://www.njsharingnetwork.org,Y,Approved,N,,,,N
2,NJUH,TX1,Transplant Hospital,University Hospital,150 Bergen Street,,Newark,NJ,07103-2406,973-972-7218,,http://www.uhnj.org/,Y,Approved,N,LI,,,N
5,NMAQ,TX1,Transplant Hospital,"University Hospital, University of New Mexico Health Sciences Center",2211 Lomas Boulevard NE,,Albuquerque,NM,87106-3809,505-272-2111,,http://hospitals.unm.edu/,Y,Approved,N,KI,KI,KI,N
5,NMPH,TX1,Transplant Hospital,Presbyterian Hospital,1100 Central Avenue Southeast,,Albuquerque,NM,87106,505-841-1234,,https://www.phs.org/doctors-services/services-centers/Pages/kidney-transplant-services.aspx,Y,Approved,N,"KI, PA",KI,,N
5,NMTL,TT1,Independent Lab,"Tricore, Inc.","1001 Woodward Place, NE",,Albuquerque,NM,87102,505-938-8400,505-938-8410,http://tricore.org/,Y,Approved,N,,,,N
5,NVGL,TT1,Independent Lab,"Nevada Donor Network, Immunogenetics Laboratory in Nevada",2055 E. Sahara Avenue,,Las Vegas,NV,89104,855-683-6667,702-384-8198,http://www.nvdonor.org,Y,Approved,N,,,,N
5,NVLV,OP1,Independent OPO,Nevada Donor Network,2055 East Sahara Avenue,,Las Vegas,NV,89104,702-796-9600,702-796-4225,http://www.nvdonor.org,Y,Approved,N,,,,N
5,NVRR,TX1,Transplant Hospital,Renown Regional Medical Center,1155 Mill Street,,Reno,NV,89502,775-982-3313,775-982-8063,https://www.renown.org/,Y,Approved,N,KI,KI,,N
5,NVUM,TX1,Transplant Hospital,University Medical Center of Southern Nevada,1800 West Charleston Boulevard,,Las Vegas,NV,89102,702-383-2000,,http://www.umcsn.com/,Y,Approved,N,"KI, PA",KI,,N
9,NYAL,TT1,Independent Lab,Transplantation Immunology Laboratory of the Albany Medical College,47 New Scotland Avenue,MC 122,Albany,NY,12208,518-262-3070,518-262-6274,,Y,Approved,N,,,,N
9,NYAM,TX1,Transplant Hospital,Albany Medical Center Hospital,43 New Scotland Avenue,,Albany,NY,12208,518-262-3125,,http://www.amc.edu,Y,Approved,N,KI,KI,KI,N
9,NYAP,OP1,Independent OPO,Center for Donation and Transplant,218 Great Oaks Boulevard,,Albany,NY,12203,518-262-5606,518-262-5427,http://www.cdtny.org/,Y,Approved,N,,,,N
9,NYCC,TX1,Transplant Hospital,Long Island Jewish Medical Center-Cohen Children's Medical Center,269-01 76th Avenue,,Queens,NY,11040,718-470-3000,718-470-0887,https://childrenshospital.northwell.edu/,Y,Approved,N,"HR, KI",KI,"HR, KI",Y
9,NYCP,IT1,Hospital Based Lab,Immunogenetics Laboratory at Columbia Presbyterian Medical Center,622 W. 168th Street,,New York,NY,10032-3784,212-305-6941,212-305-3429,,N,Approved,N,,,,N
9,NYCP,TX1,Transplant Hospital,NY Presbyterian Hospital/Columbia Univ. Medical Center,622 West 168th Street,,New York,NY,10032,212-305-8110,,http://www.nyp.org/transplant/transplant-services,Y,Approved,N,"HL, HR, IN, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",N
9,NYDS,IT1,Hospital Based Lab,Transplantation Immunology Laboratory at Brooklyn,450 Clarkson Avenue,Box 1197,Brooklyn,NY,11203-2098,718-270-1914,718-270-3369,,N,Approved,N,,,,N
9,NYDS,TX1,Transplant Hospital,"State University of New York, Downstate Medical Center",450 Clarkson Avenue,Box 40,Brooklyn,NY,11203-2098,718-270-1000,,http://www.downstate.edu/,Y,Approved,N,KI,KI,KI,N
9,NYEC,TX1,Transplant Hospital,Erie County Medical Center,462 Grider Street,,Buffalo,NY,14215-3098,716-898-3000,716-961-7027,http://www.ecmc.edu,Y,Approved,N,"KI, PA",KI,,N
9,NYFL,IO1,Hospital Based OPO,Finger Lakes Donor Recovery Network,Corporate Woods of Brighton,"Bldg 30, Suite 220",Rochester,NY,14623,585-272-4930,585-272-4956,http://www.donorrecovery.org,Y,Approved,N,,,,N
9,NYFL,IT1,Hospital Based Lab,Tissue Typing Laboratory at Strong Memorial Hospital,601 Elmwood Avenue,,Rochester,NY,14642-8410,585-275-0985,585-271-7929,https://www.urmc.rochester.edu/pathology-labs/clinical/hla-tissue-typing,N,Approved,N,,,,N
9,NYFL,TX1,Transplant Hospital,"Strong Memorial Hospital, University of Rochester Medical Center",601 Elmwood Avenue,,Rochester,NY,14642-8410,585-275-2100,585-273-1118,http://www.urmc.edu,Y,Approved,N,"HR, KI, LI, PA","KI, LI",KI,N
9,NYIL,TT1,Independent Lab,Immunogenetics Lab / The Rogosin Institute,430 E. 71st Street,,New York,NY,10021,212-772-6700,212-861-9473,http://www.rogosin.org/,Y,Approved,N,,,,N
9,NYKS,TT1,Independent Lab,KSL Diagnostics Transplant Immunology Laboratory,55 Amherst Villa Road,,Buffalo,NY,14225,,716-431-5757,https://www.ksldx.com/,Y,Approved,N,,,,N
9,NYLL,TT1,Independent Lab,NYU Langone Immunogenetics Laboratory,"882 3rd Avenue, 11th Floor",,Brooklyn,NY,11232,646-293-1400,929-298-5156,https://med.nyu.edu/departments-institutes/transplant/immunogenetics-laboratory,Y,Approved,N,,,,N
9,NYMA,IT1,Hospital Based Lab,Transplant Immunology Laboratory at Montefiore Medical Center,111 E. 210th Street,,Bronx,NY,10467-2490,718-920-5581,718-515-7632,,N,Approved,N,,,,N
9,NYMA,TX1,Transplant Hospital,Montefiore Medical Center,111 East 210th Street,,Bronx,NY,10467-2490,718-920-4321,,http://www.montefiore.org,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",N
9,NYMS,IT1,Hospital Based Lab,Mount Sinai Laboratory - Histocompatibility and Immunology,1425 Madison Avenue,,New York,NY,10029,,212-241-9345,https://icahn.mssm.edu/about/departments/pathology/molecular/immunogenetics,N,Approved,N,,,,N
9,NYMS,TX1,Transplant Hospital,Mount Sinai Medical Center,1 Gustave L. Levy Place,,New York,NY,10029,212-241-6500,212-849-2441,http://www.mountsinai.org,Y,Approved,N,"AW, HL, HN, HR, IN, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",N
9,NYNS,TX1,Transplant Hospital,North Shore University Hospital/Northwell Health,300 Community Drive,,Manhasset,NY,11030,516-472-5800,516-472-5805,https://nsuh.northwell.edu/transplant-center,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI",,N
9,NYNY,TX1,Transplant Hospital,New York-Presbyterian Hospital/Weill Cornell Medical Center,525 East 68th Street,,New York,NY,10065,212-746-3099,,http://nyp.org/transplant/,Y,Approved,N,"HR, KI, LI, PA, PI","KI, LI",KI,N
9,NYRT,OP1,Independent OPO,LiveOnNY,"30-30 47th Avenue, 9th Floor",,Long Island City,NY,11101,646-291-4444,646-291-4600,https://www.liveonny.org/,Y,Approved,N,,,,N
9,NYSB,IT1,Hospital Based Lab,Histocompatibility and Immunogenetics Laboratory at Stony Brook,,Health Sciences Cent,Stony Brook,NY,11794-8192,631-444-1789,631-444-3831,https://renaissance.stonybrookmedicine.edu/pathology/labservicescontact,N,Approved,N,,,,N
9,NYSB,TX1,Transplant Hospital,University Hospital of State University of New York at Stony Brook,"101 Nicolls Road, East Campus",,Stony Brook,NY,11794,631-444-2209,631-444-3831,https://www.stonybrookmedicine.edu/transplant,Y,Approved,N,KI,KI,KI,N
9,NYSP,TT1,Independent Lab,SUNY Health Science Center at Syracuse Histocompatibility Laboratory,750 E Adams Street,,Syracuse,NY,13210,315-464-4775,315-464-9557,,Y,Approved,N,,,,N
9,NYUC,TX1,Transplant Hospital,NYU Langone Health,550 First Avenue,,New York,NY,10016,212-263-7300,,https://nyulangone.org/locations/nyu-langone-transplant-institute,Y,Approved,N,"AW, HL, HN, HR, KI, LI, LU, PA, UE","KI, LI","HR, KI, LI, LU, PA",N
9,NYUM,TX1,Transplant Hospital,State University of New York Upstate Medical University,750 East Adams Street,,Syracuse,NY,13210,315-464-5540,,http://www.upstate.edu/,Y,Approved,N,"KI, PA",KI,KI,N
9,NYVA,TX1,Transplant Hospital,James J. Peters VA Medical Center,130 West Kingsbridge Road,,Bronx,NY,10468,718-584-9000,718-741-4711,http:/www.bronx.va.gov/,Y,Approved,Y,KI,,,N
9,NYWC,IT1,Hospital Based Lab,Clinical Laboratory Grasslands Reservation at Westchester Medical Ctr.,"100 Woods Road Macy Pavilion, Suite 1433",,Valhalla,NY,10595,914-493-8481,914-493-1104,https://www.westchestermedicalcenter.org/laboratory-services,N,Approved,N,,,,N
9,NYWC,TX1,Transplant Hospital,Westchester Medical Center,100 Woods Road,,Valhalla,NY,10595,914-493-7000,,https://www.westchestermedicalcenter.org/,Y,Approved,N,"HR, KI, LI","KI, LI","KI, LI",N
9,NYWN,OP1,Independent OPO,Upstate New York Transplant Services Inc,4444 Bryant and Stratton Way,,Williamsville,NY,14221-6013,716-529-4300,716-853-6674,http://www.ConnectLife.org,Y,Approved,N,,,,N
10,OHAL,TT1,Independent Lab,"Allogen Laboratories, The Cleveland Clinic Foundation",9500 Euclid Avenue,C100,Cleveland,OH,44195,216-444-6583,216-444-8261,,Y,Approved,N,,,,N
10,OHCC,TX1,Transplant Hospital,The Cleveland Clinic Foundation,9500 Euclid Avenue,,Cleveland,OH,44195-0001,216-444-0340,,http://www.ccf.org,Y,Approved,N,"AW, HL, HN, HR, IN, KI, LI, LU, PA, UE, UT","KI, LI","HR, KI, LI, LU, PA",N
10,OHCH,TX1,Transplant Hospital,Nationwide Children's Hospital,700 Children's Drive,,Columbus,OH,43205,614-722-2000,,http://www.nationwidechildrens.org,Y,Approved,N,"HL, HR, KI, LI, LU",KI,"HR, KI, LI, LU",Y
11,OHCM,TX1,Transplant Hospital,Children's Hospital Medical Center,3333 Burnet Avenue,,Cincinnati,OH,45229-3039,513-636-4200,,http://www.cincinnatichildrens.org,Y,Approved,N,"HL, HR, IN, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",Y
10,OHCO,IT1,Hospital Based Lab,Tissue Typing Laboratory at University of Toledo Medical Center,3055  Arlington Avenue,,Toledo,OH,43614-0008,419-383-4292,419-383-3076,,N,Approved,N,,,,N
10,OHCO,TX1,Transplant Hospital,University of Toledo Medical Center,3000 Arlington Avenue,,Toledo,OH,43614-2598,419-383-4000,,http://uthealth.utoledo.edu/,Y,Approved,N,"KI, PA",KI,,N
11,OHHW,TT1,Independent Lab,Hoxworth Blood Center Transplantation Immunology Laboratory,3130 Highland Avenue,,Cincinnati,OH,45219,513-558-1500,513-558-1522,,Y,Approved,N,,,,N
10,OHLB,OP1,Independent OPO,Lifebanc,4775 Richmond Road,,Cleveland,OH,44128-5919,216-752-5433,216-751-4204,http://www.lifebanc.org,Y,Approved,N,,,,N
10,OHLC,OP1,Independent OPO,Life Connection of Ohio,2800 Donation Circle,,Kettering,OH,45420,937-223-8223,419-893-1827,https://www.lifeconnection.org/,Y,Approved,N,,,,N
10,OHLP,OP1,Independent OPO,Lifeline of Ohio,770 Kinnear Road,Suite 200,Columbus,OH,43212,614-291-5667,614-291-0660,http://www.lifelineofohio.org,Y,Approved,N,,,,N
10,OHOU,IT1,Hospital Based Lab,Clinical Histocompatibility Lab at Ohio State University Medical Center,410 W. 10th Avenue,,Columbus,OH,43210,614-293-8554,614-293-8287,,N,Approved,N,,,,N
10,OHOU,TX1,Transplant Hospital,Ohio State University Medical Center,410 West 10th Avenue,,Columbus,OH,43210,614-293-8000,,https://wexnermedical.osu.edu/,Y,Approved,N,"HL, HR, KI, LI, LU, PA, PI","KI, LI",,N
10,OHSV,TX1,Transplant Hospital,Mercy Health - St. Vincent Medical Center,2213 Cherry Street,,Toledo,OH,43608,419-251-5310,567-440-6892,https://www.mercy.com/locations/hospitals/toledo/mercy-health-st-vincent-medical-center,Y,Approved,N,KI,KI,,N
11,OHTC,TX1,Transplant Hospital,The Christ Hospital,2139 Auburn Avenue,,Cincinnati,OH,45219-2906,513-585-2000,,http://www.thechristhospital.com/?id=44&sid=1,Y,Approved,N,"HR, KI",KI,,N
11,OHUC,TX1,Transplant Hospital,University of Cincinnati  Medical Center,3188 Bellevue Avenue,,Cincinnati,OH,45219,513-584-1000,,http://uchealth.com/university-of-cincinnati-medical-center/,Y,Approved,N,"HR, KI, LI, PA","KI, LI",,N
10,OHUH,IT1,Hospital Based Lab,Histocompatibility Laboratory at University Hospitals of Cleveland,"10524 Euclid Avenue, WO Walker Center, 6",,Cleveland,OH,44106,216-844-5247,216-844-1810,,N,Approved,N,,,,N
10,OHUH,TX1,Transplant Hospital,University Hospitals of Cleveland,11100 Euclid Avenue,,Cleveland,OH,44106,216-844-1000,,https://www.uhhospitals.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA, PI",KI,KI,N
4,OKBC,TX1,Transplant Hospital,Integris Baptist Medical Center,3300 NW Expressway,,Oklahoma City,OK,73112-4481,405-949-3349,,https://integrisok.com/locations/transplant/nazih-zuhdi-transplant-institute,Y,Approved,N,"HL, HR, KI, LI, LU, PA",KI,,N
4,OKCM,TX1,Transplant Hospital,Children's Hospital of Oklahoma,1200 Everett Drive,,Oklahoma City,OK,73104,405-271-5437,,http://www.oumedicine.com,Y,Approved,N,HR,,HR,N
4,OKDL,TT1,Independent Lab,Diagnostic Laboratory of Oklahoma,,Suite 2259,Oklahoma City,OK,73112,405-713-7002,405-713-4528,https://www.dlolab.com/,Y,Approved,N,,,,N
4,OKMD,IT1,Hospital Based Lab,HLA Laboratory at OU Medical Center,1200 Everett Drive,ET Room EB400,Oklahoma City,OK,73104,405-271-7726,405-271-7332,https://www.ouhealth.com/,N,Approved,N,,,,N
4,OKMD,TX1,Transplant Hospital,OU Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,405-271-8000,,https://www.ouhealth.com/,Y,Approved,N,"KI, LI, PA",KI,KI,N
4,OKOP,OP1,Independent OPO,LifeShare Transplant Donor Services of Oklahoma,4705 NW Expressway,,Oklahoma City,OK,73132-5213,405-840-5551,405-840-9748,http://www.lifeshareoklahoma.org/,Y,Approved,N,,,,N
4,OKSJ,TX1,Transplant Hospital,St John Medical Center,1923 South Utica Avenue,,Tulsa,OK,74104,918-744-2345,,https://healthcare.ascension.org/locations/oklahoma/oktul/tulsa-ascension-st-john-medical-center,Y,Approved,N,KI,KI,,N
6,ORGS,TX1,Transplant Hospital,Legacy Good Samaritan Hospital and Medical Center,1130 Northwest 22nd Avenue Suite 400,,Portland,OR,97210,503-413-6555,,http://www.legacyhealth.org/transplant,Y,Approved,N,KI,KI,,N
6,ORSV,TX1,Transplant Hospital,Providence St. Vincent Medical Center,9205 SW Barnes Rd,,Portland,OR,97225,503-216-2115,,https://oregon.providence.org/location-directory/p/providence-st-vincent-medical-center/,Y,Approved,N,HR,,,N
6,ORUO,IO1,Hospital Based OPO,Cascade Life Alliance,2611 S.W. Third Avenue,Suite 320,Portland,OR,97201-4943,503-494-5560,503-494-4725,http://www.pntb.org,Y,Approved,N,,,,N
6,ORUO,IT1,Hospital Based Lab,Laboratory of Immunogenetics and Transplantation at OHSU,2611 SW Third Avenue,Suite 360,Portland,OR,97201-4942,503-494-8394,503-494-7695,,N,Approved,N,,,,N
6,ORUO,TX1,Transplant Hospital,Oregon Health and Science University,3181 SW Sam Jackson Park Road,Mail Code CB 569,Portland,OR,97239-3011,503-494-8500,503-494-4492,http://www.ohsu.edu/,Y,Approved,N,"HR, KI, LI, PA",KI,KI,N
6,ORVA,TX1,Transplant Hospital,VA Portland Health Care System,3710 SW U.S. Veterans Hospital Road,,Portland,OR,97239,503-220-8262,503-273-5072,http://www.portland.va.gov/,Y,Approved,Y,"KI, LI",KI,,N
2,PAAE,TX1,Transplant Hospital,Albert Einstein Medical Center,5401 Old York Road,,Philadelphia,PA,19141,215-456-7890,,http://www.einstein.edu,Y,Approved,N,"KI, LI, PA",KI,,N
2,PAAG,IT1,Hospital Based Lab,Histocompatibility Laboratory at Allegheny General Hospital,320 E. North Avenue,,Pittsburgh,PA,15212,412-359-6175,412-359-3044,https://www.ahn.org/locations/hospitals/allegheny-general.html,N,Interim Approval-Pending BOD Action,N,,,,N
2,PAAG,TX1,Transplant Hospital,Allegheny General Hospital,320 East North Avenue,,Pittsburgh,PA,15212,412-359-3131,,https://www.ahn.org/services/surgery/transplant,Y,Approved,N,"HR, KI, LI, PA","KI, LI",,N
